class	pred
1	 I am trying to control an RGB LED strip with an Arduino. I have followed the tutorials in both of these websites: Using MOSFETs: https://learn.adafruit.com/rgb-led-strips?view=all Using LED Amplifiers: http://www.instructables.com/id/LED-Strip-Controller-w-LED-Amp-Arduino/ I have tried both setups and none of them work for me. When I try the setup with the MOSFETs I am able to control each color but the blue LEDs are dimmer than the red and green and therefore I can\t mix any colors with blue. When I try the LED Amplifiers I am not able to control any light at all. Only the blue LEDs light up but the red and green dont. A
1	 I made a super simple arduino uno sketch to send a serial byte once every second: void setup{ Serial.begin9600;}void loop{ Serial.write12; // send a byte with the value 12 delay1000;} My arduino is hooked up to com 3. On the other end of the line I have a C++ program with the following read function: int Serial::ReadDatachar *buffer unsigned int nbChar{ //Number of bytes well have read DWORD bytesRead; //Number of bytes well really ask to read unsigned int toRead; //Use the ClearCommError function to get status info on the Serial port ClearCommErrorthis-&gt;hSerial &amp;this-&gt;errors &amp;this-&gt;status; //Check if there is something to read ifthis-&gt;status.cbInQue&gt;0 { //If there is we check if there is enough data to read the required number //of characters if not well read only the available characters to prevent //locking of the application.
1	 I tried this code: #include &lt;Adafruit_CC3000.h&gt;#include &lt;ccspi.h&gt;#include &lt;SPI.h&gt;#include &lt;string.h&gt;#include utility/debug.h#include DHT.h#include&lt;stdlib.h&gt;// These are the interrupt and control pins#define ADAFRUIT_CC3000_IRQ 3 // MUST be an interrupt pin!// These can be any two pins#define ADAFRUIT_CC3000_VBAT 5#define ADAFRUIT_CC3000_CS 10// Use hardware SPI for the remaining pins// On an UNO SCK = 13 MISO = 12 and MOSI = 11Adafruit_CC3000 cc3000 = Adafruit_CC3000ADAFRUIT_CC3000_CS ADAFRUIT_CC3000_IRQ ADAFRUIT_CC3000_VBAT SPI_CLOCK_DIVIDER; // you can change this clock speed// WLAN parameters#define WLAN_SSID ID#define WLAN_PASS PASS#define WLAN_SECURITY WLAN_SEC_WPA#define IDLE_TIMEOUT_MS 3000 // Amount of time to wait in milliseconds with no data // received before closing the connection. If you know the server // you\re
1	 Im having trouble figuring out how to start my project. The objective is to control a robot with four servo motors and six DC motors through bluetooth. I have a bluetooth shield from Adafruit and Im using the Arduino UNO. Ideally I want to control this robot by sending it packets through Processing. The problem is I dont know how to create a packet with a header payload and checksum. I cant find any examples; can anyone help me find something to help me get started? 
1	 I have looked through the AT command set of Arduino GSM Shield boards. I dont find any AT command that provides network GPS. I wonder what I am missing. Why isnt it possible for GSM module to provide NetworkGPS the one that is not really accurate ? 
1	 I\ve been going through my program again and again and I can\t figure out what is causing it not to work as intended. First the story: I\m trying to use an Arduino to control a bunch of relays which are controlling sockets 8 of them. I want to use an Adafruit Trellis LED panel/switches to do this. Basically when the button is pressed the LED lights up and the relay gets tripped. Pressing it again does the reverse. I will provide my code for inspection. #include &lt;Wire.h&gt;#include Adafruit_Trellis.h/***************************************************This example shows reading buttons and setting/clearing buttons in a loopmomentary mode has the LED light up only when a button is pressedlatching mode lets you turn the LED on/off when pressedUp to 8 matrices can be used but this example will show 4 or 1****************************************************/#define MOMENTARY 0#define LATCHING 1// set the mode here#define MODE LATCHING Adafruit_Trellis
1	 I want to write a lipoly powered arduino device that can be launched from sleep mode by pressing a certain key that is connected to ground. Usually when no in sleep mode I enable the internal pull-up resistor for a definite level. But when in sleep mode I assume this would drain to much power and hence I want to avoid it. Is it sufficient to just wait for a pin-change interrupt on the same port pin without the internal or an additional external pull-up resistor? 
1	 Ive got 2 int16_t numbers say 388 and 10288 which are sensor readings from an accelerometer. I want to estimate the angle of the device on that but seemingly there are some type overflow issues: My final goal is this: theta = atan-ax/sqrtfloatay*ay+az*az; The problem occurs in the bracket: ay^2 and az^2 are the 2 power of the given numbers. I recalculated with matlab and for the above example I get a^2+b^2 = 388^2+10288^2 = 105993488 what I get from the arduino however is 152848 .To be short: I dont know much about fixed point math or thelike and I couldnt find a sufficient answer to this: How do I calculate the square root term? 
1	 I am using this micro-sd card reader and my wiring configuration is as follows double and triple checked: 3.3v goes to 3.3v on the Arduino UNOGND goes to Ground on Arduino UNOD0 goes to pin 12 on Arduino UNOD1 goes to pin 11 on Arduino UNOCLK goes to pin 13 on Arduino UNOD3 goes to pin 4 on Arduino UNO When I run the \basic\ example from the TMRpcm library everything compiles and uploads properly with no warnings. Looking at the Serial Monitor I get SD Fail which according to the comments means that the SD card failed to initialize. The card is present and works in my computer. Do I have something wired wrong or is there another issue? EDIT I have tried using a different pin for D3 and chan
1	 I have a sketch to display a temperature obtained from 1-wire DS18B20 sensors. The sketch works fine however when I connect two sensors to my board the text on the LCD displays gets corrupted ### and other symbols shown instead of a temperature. I have tried plugging each of the two DS18B20 sensors individually and it works with both of them the problem shows only when I use both at the same time. I am connecting them both with black to ground red to 5V and white to Dx and to 5V via a 4.7 kOhm pull-up resistor. I have little idea how to check what is wrong - is it some kind of interference insufficient voltage or a SW problem? 
1	 This is something I\m struggling with for a while and fail to find solid solution.The Arduino IR library provides method for recording arbitrary IR code and re-sending it. This gave me different results every time I recorded the IR remote so I wrote a little code based on interrupts that try to record the IR rise/fall as accurately as possible. I am working with ATTiny85 running at 8Mhz on internal oscillator. Here is the code: #include &lt;SoftwareSerial.h&gt;SoftwareSerial mySerial43;const int dataSize = 40;int data[dataSize];int dataLength[dataSize];void setup { pinMode0 OUTPUT; // 0 is IR receiver pin mySerial.begin9600; mySerial.printlnStart; attachInterrupt0IR_ISRCHANGE; mySerial.printlnRegistered; sei;}volatile unsigned long prev = micros;volatile unsigned long curr = -1;volatile unsigned short index = 0;volatile bool rising = true;void IR_ISR{ if !rising { dataLength[index] = micros - curr; rising = !risi
1	 I\m trying to follow this this tutorial to program an ATtiny85 micro-controller using my Arduino Uno r3 as the ISP. I am up to the final step on the tutorial but get an error when attempting to compile my sketch: \OUTPUT\ was not declared in this scope I have tried multiple Blink scripts but none have seemed to work. My full error log: Blink.ino:10:21: error: Arduino.h: No such file or directoryBlink.ino: In function \void setup\:Blink:15: error: \OUTPUT\ was not declared in this scopeBlink:15: error: \pinMode\ was not declared in this scopeBlink.ino: In function \void loop\:Blink:20: error: \HIGH\ was not declared in this scopeBlink:20: error: \digitalWrite\ was not declared in this scopeBlink:21: error: \delay\ was not declared in this scopeBlink:22: error: \LOW\ was not declared in this scope I have also tried including Arduino.h no help and
1	 My code means that when i press a button it displays a word but by default words are already there and i need to get rid of those default words. #include &lt;LiquidCrystal.h&gt;// initialize the library with the numbers of the interface pinsLiquidCrystal lcd789101112;int buttonApin = 4;void setup { pinModebuttonApin INPUT_PULLUP; // set up the LCD\s number of columns and rows: lcd.begin16 2; // Print a message to the LCD. lcd.printMission Control ;}void loop { if digitalReadbuttonApin == LOW { lcd.setCursor0 1; lcd.printTest; } lcd.setCursor0 1;lcd.printlaunch in ; lcd.printmillis/1000; 
1	 I started my first try in programming an ATTINY13 with my Arduino 2560. Everything seemed fine however when I wanted to run the blink example my LED did not blink it keeps lighting. I am using 5V as input voltage. I did not change the blink example except for the correct pin number. All the wiring seems correct when I change the pin number the LED stays dark so my program is arriving propperly on the ATTINY. If I start playing with the delays delaymicroseconds I get the LED to become darker. The documentation of the ATTINY13 www.atmel.com/images/doc2535.pdf mentions a maximum clock frequency of 20MHz. When I choose the ATTINY13 from the Arduino IDE board menu it is listed with a 9.6MHz clock. Could this be a reason?How can I adjust or take care of that? ----------- Edit: I was starting with the default blink example delay1000 . I played with both the normal delay and the delayMic
1	 I\m trying to use a little pump with my arduino nano: void setup { pinModewaterPump OUTPUT;}... while val &lt; valueWater { Serial.println in while; // testing purpose digitalWritewaterPump HIGH; delay1000; // 1 second digitalWritewaterPump LOW; val = analogReadsondeEau; } When I try this one pump isn\t working. When I unplug the waterPump pin I see LED3 that run and when I plut it LED3 is not running why? I tried to plug pump directly on 5V on arduino pump works well... This is the pump I bought: http://www.dx.com/p/hsyy01-water-pump-motor-w-hose-white-silver-236808 Thanks in advance to help me! 
1	 I am new to the microcontroller world and circuits so bare with me. I recently bought some 5V arduino pro mini microcontrollers. I have been playing with them and they work fine I have been powering it from an usb connection. Now I want to power the board using a 9V battery I connected the + to the RAW pin and the Ground to the Ground pin on the Arduino. My question is if I can still use the VCC pins? I understand the board has a voltage regulator that from my understanding it brings down the 9V to 5V. I thought this 5 volts were available through the VCC pin but I connected an LED to it and nothing happens. I have tried this method with an arduino Uno and it works so I dont know why it doesnt work with the Pro Mini. 
1	 I read few posts and tutorials on this topic but none of them kind of answered my questions. I bought this L298N motor board and i have two motors that are rated 3V Now i am trying to understand how to connect it to arduino and power the motors. For example i have a 12V 8x 1.5v AA batteries I can connect to VCC and GND then enable ENA with a jumper and connect PWN port from arduino to INA. This way i can control the voltage that is coming out from OUTA and OUTB I can bring down the 12V to 3V. Now the question is can i use the +5 regulated voltage on the driver board and connect it to arduino Vin and GND to ground to power the arduino? Is that viable solution. I actually tried it and it works. I am worried that it is not enough voltage to properly power the arduino. It\s suggested to connect 7v - 12v to Vin. I am also going to connect a red lab ble shield on top of arduino that is p
1	 I am looking into using the SerialIP library to connect my Arduino to the internet through it\s USB connection to my computer. However I cannot figure out how to establish the SLIP connection to the Arduino from my Mac. The library\s documentation says: Perhaps the most difficult part of using this library is figuring out how to establish the SLIP connection to the Arduino. It suggests the use of: sudo slattach -L -s 115200 -p slip /dev/ttyUSB0 On linux systems. However on my Mac running OS X 10.10 there is no such command. I ran into this thread on the Apple forums regarding the missing slattach command which sounds like it was removed in OS X 10.6. How can I use the SerialIP Arduino library on my Mac? 
1	 Yesterday afternoon I have left my Arduino running on a fresh Alkaline 9V battery + connected to Vin - connected to GND. Today morning 16 hours later the LCD display was no longer visible and when I measured the volatage I saw the battery was depleted to my surprise - its idle voltage was only 7 V. My device is Arduino Uno with LCD 2x16 with LCD backlight and 2 DS18B20 sensors. Is it normal for such device to deplete 9V battery this quick? I have read an answer to What are or how do I use the power saving options of the Arduino to extend battery life? question and I think what I see might be related to this however I am not sure. If it is is there some common schematics how to connect Arduino to be powered by a battery efficiently? 
1	 I\m new to XBee and a colleague setup a sender/receiver pair. I\m using an usb breakout and reading the values using this java XBee API in Processing/Java. The issue I\m having is two of the pinsanalog 3 and 4 seem to have a strange alternating pattern and this makes it harder to read the values. Here\s what I mean: a recording of the plot I\m drawing of the values: and here are some values. I noticed there were duplicate entries so I removed those: 6542865286536652366522636072636072345234555416455416413839313839314331433677432677432647764242372434565934565929612974378742264552264551642164259222559222510734810734813271327700515700515566056603923723923727098709814112141124566634566633064307434974224554224554204120416002566002569612796127871387135026
1	 I am working with a Sainsmart Uno with SVG header pins . This header is really convenient for hooking a servo to directly so I have two servos connected to it on D9 and D10 and a 9v battery supplying power via the power jack. Everything seems to work fine at first but eventually sometimes quickly the board becomes unresponsive. If instead I wire my servos to use the 5v pin on the Arduino not from this SVG header I don\t run into this trouble. Does anyone know if I am running into a limitation of this header Voltage pin? Has anyone had any success using this mechanism to drive servos? Certainly I don\t NEED to do it this way but it sure is convenient. 
1	 I found this wonderful breakout board based on FT232 . I wonder if I can use this board for connecting my arduino to a USB dongle for 3g/GPRS connection ? From what I understand this board can be connected to the serial data pins of the arduino board. And if I connect the USB dongle to the FT232 board I should be able to run AT commands from the arduino board. 
1	 I am a newbie to the arduino world. And am trying to work out a configuration that does not involve USB. I wonder if this configuration will work. Are there any 3g modems that work on Rs232 interface. That should get rid of the USB compatibility that costs 3 times a arduino. 
1	 Do Arduinos meet military standards? If not where does it fall short? Is it something internal to the chip which might be corrected via external circuit? How could I evaluate the potential of a device Im building? 
1	 I have a project with leds and sensors this is my first project in Arduino and I want to know if it need resistors and how and where? I use 16-Bit I/O Expander MCP23017 for leds and multiplexer CD4051 for sensors LM35 
1	 I have seen several references where the solution to interfacing a 5V Arduino with a 3.3V nRF24L01+ was to power the nRF24L01+ externally. How do I do this? The ground of the nRF24L01+ is connected to the Arduino; can I simply attach 3.3V power between the power and ground pins of the nRF24L01+? 
1	 I am having problems with values i get from Pololu MinIMU-9 boardss magnetometer. I am using Arduino-micro and the arduino library from Pololu. The sensor on the board is 3 axis accelero- and magnetometer LSM303.The problem is - the highest value always seems to be in vertical axis not horisontal as i would expect. For example here is the data i got when i put sensor flat on the table and made 360 clockwise turn in horizontal plane:values are X Y Z -6 102 -516-11 103 -515-11 103 -515-21 102 -514-31 109 -515-40 114 -512-57 116 -509-57 116 -509-77 111 -507-93 109 -506-104 106 -507-104 106 -507-114 99 -508-126 88 -504-131 74 -507-142 52 -507-142 52 -507-151 31 -506-150 4 -509-147 -27 -513-147 -27 -513-133 -60 -513-119 -80 -519-112 -87 -517-102 -97 -521-102 -97 -521-89 -101 -522-77 -101 -524-50 -104 -527-50 -104 -527-43 -105 -529-14 -98 -5322 -92 -53523 -92 -53523 -92 -53536 -81 -53466 -54 -53476 -32 -53176 -32 -53176 -21 -53278 -7 -53185 10 -52891 39 -52491 39
1	 I have implemented a PWM controlled LED backlight for the LCD in my Arduino Uno design. One LCD backlight pin is connected to +5V the second to the ground via 220 Ohm resistor and MOSFET controlled from a PWM capable D9 pin. Everything seems to work fine I do not see any oscillation but after some reading about PWM I am not sure if I perhaps should connect a 100 uF capacitor to smooth the voltage? Is the MOSFET even necessary? It seems backlight is drawing about 5 mA - can I perhaps drive it directly from the D9 pin using the resistor? It seems another user in Do I need to use a resistor if I am using a potentiometer to control an LED&#39;s brightness? is controlling brightness without any of those. 
1	 When I use JSSC and call serialPort.readLineevent.getEventValue from public void serialEventSerialPortEvent event I\ve got fragments not all string. What I must do to get all string from begin to \\r\\n ? What I must do to get all string from my start marker like [start] to my stop marker like [stop] ? What to modify in this code: private static class PortReader implements SerialPortEventListener { public void serialEventSerialPortEvent event { ifevent.isRXCHAR &amp;&amp; event.getEventValue &gt; 0{ try { String data = serialPort.readStringevent.getEventValue; serialPort.writeBytebyte 1; } catch SerialPortException ex { System.out.printlnex; } } }} 
1	 I bought an arduino-on-breadboard kit. I have several pc with serial ports now Im being told I need a usb to serial converter? I thought I was ready to start uploading sketches please advise. Im able to understand serial communications and capable of wiring a max232 chip into a breaduino if necessary but Im not sure it will work so to save some time Im asking mostly because I was unable to figure it out with google searches alone. PS: I also have a stk500 but then I would be out of the easiness of using arduino sketches and programming language what I need is the fastest route to prototyping/testing my sketches. 
1	 I\m using an Arduino UNO to program a pre-compiled hex image to an ATTINY45 using the avrdude in the Arduino IDE directory on Windows 7. The Uno has the ISP sketch loaded from the examples directory and that works- the heartbeat LED pulses nicely. On the hardware side I have this setup except the ATTINY is surface-mount soldered to a surfboard with all its pins verified-soldered with a voltmeter. I use a header-pin strip held by hand to get the pins touching the surfboard to get the signals from the Uno to the ATTINY. Here are the command lines which I took from looking at the IDE\s debugging output: REM set the fuse for 8MHz so the ISP programmer can workC:\\Progra~1\\Arduino\\hardware\\tools\\avr\\bin\\avrdude -CC:\\Progra~1\\Arduino\\hardware/tools/avr/etc/avrdude.conf -v -v -v -v -pattiny45 -cstk500v1 -P\\\\.\\COM7 -b19200 -e -Uefuse:w:0xff:m -Uhfuse:w:0xdf:m -Ulfuse:w:0xe2:m REM load the programC:\\
1	 I am making a circuit which takes three kinds of monitor temperature of the chip itself in this case ATMega328 at room temperature which is influenced by externso components such as lasers which will be obtained with LM35 and the temperature of a heatsink which is obitda with a NTC. The reading of external temperature with LM35 and the NTC were successful however when trying the code below to read the internal temperature of the ATmega328P-PU all readings become invalid. //https://code.google.com/p/tinkerit/wiki/SecretThermometerdouble readInternalTemp { ADMUX = _BVREFS1 | _BVREFS0 | _BVMUX3; ADCSRA |= _BVADEN; // enable the ADC delay20; // descarto a primeira leitura; ADCSRA |= _BVADSC; while bit_is_setADCSRA ADSC; double temp = 0; byte mean = 0; for ; mean &lt; MEAN_TEMP_INTERNAL; mean++ { ADCSRA |= _BVADSC; while bit_is_setADCSRA ADSC; int l = ADCL; int h = ADCH; temp += h &lt;&lt; 8 | l; del
1	 I am attempting to do a simple example with the Rotary Angle Sensor. Here is my development environment: Visual Studio 2013 Premium Arduino Debug Tool Board setup Simple as can be single analog input: Code: const int ROTARYSENSOR = A0; void setup{ Serial.printlnSetup Start...; Serial.begin9600; //Set the serial communication frequency at 9600 bits per second pinModeROTARYSENSOR INPUT; Serial.printlnSetup End!;}void loop{ Serial.printlnLoop Start...; int value = analog
1	 I want to two or more boards to blink a LED at same time within 1 ms difference The boards cannot be connected with wires to each other and will be located in different rooms. How can I do this? What components do I need? 
1	 I am making a fire fighting robot and I need a sensor. I want the sensor detection range to be about 6m or 7m about 18ft to 20ft. The question is which sensor should I choose to get that detection range? Ive found that some small IR sensors are not suitable for my range required. Im making a simulated one. It might be confused if there are non-fire distractions so Im asking for a technique that can improve the sensor range and determination very very effective... or which sensor should I choose?? I dont want the IR sensor to be more directional. If I need it to be more directional I can use 2 or 3 or more. It is no problem. I want the IR sensors to improve their detection range. I can only get 2m now. I want it to be about 4m or 5m. 
1	 I have a cheap MPU 6050 chip that communicates over 3.3V I2C. I can talk to it just fine on my Leonardo. If I add an additional Adafruit Motor shield the old one my MPU 6050 demo sketch hangs somewhere and I get nothing back. As far as I see the pins I use for the I2C communication are not used at all by the motor shield. What could be wrong here? I have the MPU6050 connected to SCL SDA GND and 3.3V the motor shield uses almost all other pins. Additional Info:I am using this sketch currently: https://github.com/jrowberg/i2cdevlib/tree/master/Arduino/MPU6050 Update:Lots of Serial.printlns later I\ve narrowed it down a bit. The example sketch above hangs on the statement Wire.endTransmission; on line 279 of the I2CDev library. Update:Connecting the motor shield to external power seems to fix my problem. Weird = I am still interested in the
1	 I\m designing an Arduino style board with built-in LEDs for several of the pins. To simplify assembly of the board and save on components I was wondering whether it would be safe for those LEDs to share a single resistor as in this diagram: Obviously the power dissipated through the resistor 3mA per pin @ 3V is not a real problem. The reason I was hesitating is that LEDs in a parallel configuration should not share resistors but is it safe to think that separate microcontroller pins don\t count as a common anode even if both pins are high? 
1	 I\m a beginner in Arduino world and I want to create a simple SD datalogger that works with GPS module NEO-6M and light sensor. I know there are a number of tutorials on GPS logging including: Create a GPS Data Logger Using The Arduino Bob Cravens Geo Data Logger: Arduino+GPS+SD+Accelerometer Instructables Making a SD card GPS logger with Arduino and MTK3329 GPS module Arduinodev but my problem is that those tutorials are either too complex i.e. include extra stuff like displays or they don\t use TinyGPS or <a href=http://arduiniana.org/libraries/tinygpsplus/ rel=nofo
1	 Some clients lets say 5 &lt;= x &lt;= 10 have to send information wirelessly to a server. Transmission does not need to be reliable ACK. The range would be between 50 and 100m and may include soft obstacles like trees cars etc but not major ones like whole buildings or concrete walls. Also as I plan to build about 20 clients the price should be as low as possible. Thoughts? 
1	 I got this 8-unit 7-segment 2-digit display board with 24 pins and I am wondering how I can interface with this from my Arduino Uno. The board is labeled ROHM BP-006LH-GC and it has 8 units of the LB202VL LED display. Please see these photos of the board: I found the datasheet for the LB202VL unit and I have been trying to make an independent unit on the board to work but I haven\t been successful in setting its display. The datasheet for the LB202VL unit can be found here: http://pdf.datasheetarchive.com/datasheetsmain/Datasheets-27/DSA-525461.pdf Can anybody help me explain how I can wo
1	 When I remove the SD card and try to open a file I can detect the error properly. But how do I detect that the card has been replaced after an error? My first thought was to call SD.begin again but it appears that this function returns true exactly once and false thereafter. Simplified example: void setup { SD.beginpin; // called exactly once. Works.}void loop { // stuff} But this does not: void setup { SD.beginpin; // first time calling this function: works.}void loop { delay1000; SD.beginpin; // always fails} Id rather not reset the microcontroller just for this. 
1	 In context of getting the MCU on Pro Mini and ATMega2560 chip is ATmega328 and ATMega 2560 to sleep and power down modes so as to run on one set of battery for months appreciate idea and comment. Initially I looked at web postings and get the following general idea. Did I miss anything? Is sleep mode done via ATMel factory library Arduino-level user contributed library or the Arduino IDE? Many web posting are along the line of getting it partially working but only at half expected current reduction etc. That is current do reduced but not enough. Are there several such library? How are they? Which one is better support and more functions? no need for easy to use can do registers programming when needed Many thanks in advance 
1	 In context of Pro Mini and ATMega2560 Fuses as documented in chip factory doc are complex topics I have not really used it before appreciate pointers and advises to narrow down those that are needed for contexted task and left un-needed in their default modes. Which fuses are used within context of the IDE in general and in specific of software loading via bootloader and ISP? Which fuses related to sleep and power down modes in context that individual chip modules can be set to various power-saving modes via registers. Does fuses play a part in getting the power-saving effect? Many thanks in advance 
1	 To make LCD display Pro Mini and ATMega2560 to run on one set of battery for months appreciate idea and comment. Which LCD to use? Which LCD chip controller chip hide inside the LCD has better power saving mode? Which library with functions of power saving and also can put out VERY beautiful per-programmed display like multiple fonts different fonts size some graphics like circle rectangles color fills gradual-color-changing background with text and graphic at foreground as in PC power point style? Under context of Small Mono chrome 2 lines text display 3 inches mono chrome graphic 128 x 64 or similar 3 inches color graphic 320 x240 or similar Many thanks in advance 
1	 Im using a variant of Arduino Due embedded on a ARM Udoo. And I have connected a Medlab SPO2 Pearl 200 sensor to Serial1. Im just trying to parse input from Serial1 to Serial in a human-readable format Hexadecimal. The protocol is described in this image: And using this Arduino code I reveice two times the no finger detected line int lineLength = 16;int spo2read[16];int readed = 0; if Serial1.available { int inByte = Serial1.read; if readed &lt; lineLength { spo2read[readed] = inByte; } readed++; if readed == lineLength { Serial.printSPO2: ; for int i = 0; i &lt;= lineLength; i++ { Serial.printspo2read[i] HEX; Serial.print delimeter; } Serial.println; readed = 0; } } Output with no finger is: SPO2: AFB2F90FA0FCAFB2F90FA0FC0 Buf if I
1	 I have a total of 15 sensors analog and digital connected to an arduino mega. For my real-time control application its really really important that all data be collected simultaneously at regular intervals in time. Is there any way to ensure that all data is collected at the same time? How can I minimize the total lag time between the first and last sensors? 
1	 I apologize in advance because there is a lot of tutorials out there about programming arduinos with another arduino however I cant find really simple one I could understand. I have Arduino Uno SMD version and Arduino Pro mini 328. I want to upload sketch to Arduino Pro mini using Arduino Uno in ISP mode I guess. I want to know EXACTLY which pins need to be connected and if all I need is Arduino IDE to upload my sketch to Pro mini ? Thank you for your help. 
1	 I would like to use these 2 components with an Arduino Uno: Arduino Motor Shield R3 nRF24L01 2.4GHz Wireless Transceiver I use Stepper for the motor shield and SPI + RF24 for the wireless transceiver. I could write 2 sketches that work perfectly but how can I combine them together? My issue is that they both require access to pins 11 12 and 13. Any help is greatly appreciated! 
1	 I just bought VS1838B IR module from here and trying to work with it. I have connect 1838B receiver like this : And this is my code whole code here : #include &lt;IRremote.h&gt;int RECV_PIN = 2;IRrecv irrecvRECV_PIN;decode_results results;#define CH1 0xFFA25D #define CH 0xFF629D#define CH2 0xFFE21D...#define BUTON8 0xFF4AB5#define BUTON9 0xFF52ADvoid setup{ Serial.begin9600; irrecv.enableIRIn; }void loop { if irrecv.decode&amp;results { if results.value == CH1 { Serial.printlnCH-; } if results.value == CH { Serial.printlnCH; } if results.value == CH2 { Serial.printlnCH+; } ... if results.value == BUTON8 { Serial.printlnBUTON8
1	 I recently bought a USB-powered desk light. Is it possible to control turn on/off it with the Arduino Uno? The desk light has 3W so needs 600mA. Should I connect the USB wire with the 5V pin of the Arduino which can spend up to 800mA or should I use an external USB power supply ? How to control the light when using an external USB power supply ? 
1	 So Ive made a sketch on my Yun which I would like to be able to take information from a webpage like a button and have the Arduino Microcontroller perform functions based on what button is being pressed. I have an html file with the webpage of buttons. I also have a sketch that responds to those button presses. When I upload the project via WiFi everything copies over properly. The html file gets copied to the SD card the sketch gets loaded onto the Arduino Microntroller and I can browse to the webpage with my browser. However whenever I click on the button within the webpage nothing gets sent back to the Arduino Microcontroller. If actually program the webpage into the actual sketch everything works fine but not if the webpage is being loaded onto the SD card. After that no data gets passed between the Linio and the Atmel Microcontroller. I would like to be able to have the webpage be hosted by the Linio processor but pass information about button presses to the
1	 So I have a Gboard Pro http://wiki.iteadstudio.com/Gboard_Pro and I need to update the firmware on the SIM900 chip. The SIM900 chip is connected to hardware serial 2 PINS 16/17 of the Mega which I do not have direct access to. I am connecting to the main serial 0 Pins 2/3 with an FTDI USB module. For the updating process I need to connect Transmit TX of the FTDI to Transmit TX of the SIM900 and likewise with recieve. So I would like to mirror the pins of the serial pins if possible? This is what I\ve tried and didn\t work: void setup {// initialize both serial ports: Serial.begin19200; Serial2.begin19200;}void loop { // read from port 1 send to port 0: if Serial2.available { int inByte = Serial2.read; Serial.writeinByte; } // read from port 0 send to port 1: if Serial.available { int inByte = Serial.read; Serial2.writeinByte; }} 
1	 I want to send text over serial monitor to Arduino and make Arduino return that string back to me over serial monitor. I have made this function which reads from serial input and returns a string object. String readSerial { String input; whileSerial.available &gt; 0 input.concatSerial.read; return input;} In the loop I have: ifSerial.available Serial.printreadSerial; If I just do something like Serial.printHello world!; everything is fine. But if I try to return string object I get lot\s of numbers. I guess Serial.print doesn\t know how to read String object and returns ASCII codes of characters or something? [update] I have checked it and it\s indeed outputing ASCII codes. For Hi I get 72105 . [update] I have updated my readSerial function
1	 I have two devices. Sensor for temperature and humidity and lcd screen. Both require SDA pin and I have only one on my arduino. I want my display to show current temperature but I don\t know how to connect two things on one pin. Can I somehow read from other pins maybe? Also what can I do if I have only 1 5V source and I have two devices that require 5V? My arduino model is Arduino Mega 2560 R3 I have this aosong sensor AM2301 and I have YwRobots 2 row LCD screen which I want to connect to my board along with sensor. So... I\m not sure how to connect those two if both require SDA and I have only one. 
1	 I have my Arduino Yun set up with a web server. The webpage has a series of buttons on it which control the buzzer playing various sounds and a button to control a stepper motor . I\m using the code linked which uses the AccelStepper library. The button works fine for the buzzer I click it and it plays the sound. For the motor however I click the button and the LED lights up on the driver board for a second after the button is clicked but that\s it. I suspect that the motor unlike the buzzer needs the command to be true all the time while it moves to it\s position otherwise it stops. So the button on the webpage needs to act more like a switch - click to come on and stay on click again to go off and stay off. But I\m unsure how to do this. Or else perhaps anyone has experience with this stepper motor and knows how to use it without accelstep
1	 I need to slice a string eg- 4:288:18464:288:4 at : into an array{4 288 18464 288 4} I used the following code but its giving only \4\ in the serial monitor when 4:288:18464:288:4 is given to arduino. void displayStringchar* s{ char* text = strtoks:; whiletext != NULL{ text = strtokNULL:;}}void loop{ ifSerial.available &gt; 0 { str = Serial.readStringUntil\\; str.toCharArraytext99; } displayStringtext;Serial.printlntext;} 
1	 I have an Intel Galileo 1st gen and a servo motor Tower Pro SG90. My problem: my servo moves only in one direction and it doesnt turn back.I want to perform a movement from 0 to 90 and then from 90 to 0 again. At the moment I have just tried the official arduino snippet for servo motor that should perform a similar movement. But as said before the servo doesnt turn back. Here the code #include &lt;Servo.h&gt; Servo myservo; // create servo object to control a servo // a maximum of eight servo objects can be created int pos = 0; // variable to store the servo position void setup { myservo.attach9; // attaches the servo on pin 9 to the servo object } void loop { forpos = 0; pos &lt; 180; pos += 1 // goes from 0 degrees to 180 degrees { // in steps of 1 degree myservo.writepos; // tell servo to go to position in variable pos delay15;
1	 I have really bad eyesight so whenever I plug in the power wire and the GND wire I always double check if Im actually plugging in to the power port not two GND ports. Why does an Arduino UNO have two GND ports and for what application would one use both of thems? 
1	 I am looking to wire up 16 pieces of flexinol http://www.musclewires.com/MWFlexinol.php using an arduino board. Ideally I would like to be able to activate them independently meaning that they could all be on off or in any combination in between. My understanding that they would need to draw more current than the board could handle so some type of shield would be necessary? Any suggestions would be greatly appreciated. 
1	 I have a TinyRTC I2C clock in one of my Arduino projects and it works most of the time. But occasionally it will report the time as 165 hours 85 minutes and 25 seconds 165:85:25 for a couple of seconds then go back to the correct time. I think this has got something to do with a fairly complicated I2C bus that Im running: it has 12 devices connected to it the clock an LCD and 10 BlinkM LED programmable lights. Heres what Ive tried to debug to no avail: Replaced the RTC and battery Replaced I2C pullup resistors Redid the I2C wiring Checked current draw of my project .2A and made sure the powersupply can handle that it can Used 3 different power supplies in case I was getting noise I think this is something to do with the I2C bus... the clock works fine when nothing much else is happening on the bus but as soon as theres lots of activity LEDs being sent messages or perhaps other things it sta
